name,test,inaugurals,d-sep,i-sep,saving,dSepTime,iSepTime,
Alarm,"I(EXPCO2,LVFAILURE,PCWP)",5,40,22,55,0.000316143,0.003922939,
Alarm,"I(VENTALV,ERRCAUTER,FIO2)",7,35,17,48.57,0.000272989,0.003859043,
Alarm,"I(ARTCO2,INTUBATION,SHUNT)",6,37,17,45.95,0.000479937,0.005702019,
Alarm,"I(HRSAT,PCWP,VENTLUNG)",6,59,45,76.27,0.000710964,0.0049541,
Alarm,"I(PRESS,HRSAT,INTUBATION)",6,81,68,83.95,0.000727177,0.004020929,
Alarm,"I(ERRLOWOUTPUT,STROKEVOLUME,HREKG)",7,2,1,50,4.29E-05,0.003390074,
Alarm,"I(ARTCO2,MINVOLSET,HREKG)",7,38,24,63.16,0.000267029,0.003642082,
Alarm,"I(ANAPHYLAXIS,CO,BP)",7,84,69,82.14,0.000886917,0.004038095,
Alarm,"I(INTUBATION,SAO2,CATECHOL)",8,53,41,77.36,0.000469923,0.003915071,
Alarm,"I(LVFAILURE,ERRLOWOUTPUT,PULMEMBOLUS)",4,8,2,25,7.70E-05,0.003803968,
Alarm,"I(MINVOLSET,HRBP,LVEDVOLUME)",6,77,62,80.52,0.000710964,0.004024029,
Alarm,"I(INTUBATION,LVFAILURE,STROKEVOLUME)",3,19,1,5.26,0.000172853,0.003997087,
Alarm,"I(BP,VENTLUNG,PAP)",7,71,58,81.69,0.00061202,0.0037992,
Alarm,"I(STROKEVOLUME,HR,EXPCO2)",7,12,5,41.67,0.000231028,0.003790855,
Alarm,"I(VENTLUNG,VENTTUBE,PCWP)",5,26,6,23.08,0.000203133,0.003886938,
Alarm,"I(PVSAT,PRESS,CO)",7,41,37,90.24,0.000359058,0.003661871,
Alarm,"I(VENTALV,VENTTUBE,DISCONNECT)",7,27,10,37.04,0.000216961,0.003885031,
Alarm,"I(CO,VENTLUNG,VENTTUBE)",8,69,53,76.81,0.000597954,0.004900932,
Alarm,"I(HRBP,DISCONNECT,CVP)",6,59,47,79.66,0.00066185,0.005380154,
Alarm,"I(HYPOVOLEMIA,MINVOLSET,EXPCO2)",6,7,1,14.29,8.30E-05,0.004070044,
Alarm,"I(CO,VENTMACH,KINKEDTUBE)",8,66,47,71.21,0.000551939,0.004248142,
Alarm,"I(DISCONNECT,CO,VENTMACH)",8,90,69,76.67,0.000859022,0.004307985,
Alarm,"I(MINVOLSET,CO,VENTTUBE)",8,87,69,79.31,0.000861168,0.004322052,
Alarm,"I(SAO2,INTUBATION,MINVOL)",5,44,30,68.18,0.000400066,0.004122019,
Alarm,"I(VENTALV,CVP,ERRLOWOUTPUT)",6,35,17,48.57,0.000303984,0.004085064,
Alarm,"I(HREKG,MINVOLSET,CATECHOL)",7,57,44,77.19,0.000491142,0.004087925,
Alarm,"I(HREKG,FIO2,LVEDVOLUME)",6,59,46,77.97,0.000666142,0.005021095,
Alarm,"I(HISTORY,ERRLOWOUTPUT,STROKEVOLUME)",3,9,4,44.44,0.000103951,0.003992081,
Alarm,"I(ARTCO2,INSUFFANESTH,LVFAILURE)",7,40,18,45,0.000298023,0.003911972,
Alarm,"I(PCWP,HRSAT,HISTORY)",6,13,9,69.23,0.000285149,0.003820896,
Alarm,"I(ERRCAUTER,HREKG,SAO2)",7,75,59,78.67,0.000758886,0.004112959,
Alarm,"I(HYPOVOLEMIA,ARTCO2,SHUNT)",6,7,1,14.29,0.000123024,0.003969908,
Alarm,"I(LVFAILURE,CVP,ARTCO2)",6,17,13,76.47,0.000138044,0.004194975,
Alarm,"I(VENTALV,ERRCAUTER,CVP)",6,35,17,48.57,0.000406027,0.004187107,
Alarm,"I(CATECHOL,FIO2,PAP)",8,54,42,77.78,0.000611067,0.004592896,
Alarm,"I(VENTMACH,ANAPHYLAXIS,STROKEVOLUME)",3,21,3,14.29,0.000188112,0.003909111,
Alarm,"I(TPR,HYPOVOLEMIA,HRSAT)",7,12,7,58.33,0.000111818,0.003466129,
Alarm,"I(BP,SHUNT,HRSAT)",6,73,59,80.82,0.000558138,0.003614902,
Alarm,"I(SAO2,MINVOL,HYPOVOLEMIA)",5,50,38,76,0.00048089,0.003982067,
Alarm,"I(DISCONNECT,VENTMACH,STROKEVOLUME)",3,19,1,5.26,0.000155926,0.003805161,
Alarm,"I(BP,STROKEVOLUME,VENTTUBE)",7,61,50,81.97,0.000491142,0.003609896,
Alarm,"I(PVSAT,INTUBATION,PULMEMBOLUS)",6,35,19,54.29,0.000277042,0.003834963,
Alarm,"I(EXPCO2,CVP,ERRLOWOUTPUT)",5,40,22,55,0.000321865,0.003878117,
Alarm,"I(MINVOL,CO,CATECHOL)",7,88,72,81.82,0.000844002,0.00474,
Alarm,"I(ANAPHYLAXIS,LVEDVOLUME,HISTORY)",3,10,2,20,0.000121117,0.004401922,
Alarm,"I(MINVOL,VENTLUNG,BP)",6,34,28,82.35,0.00030899,0.003371,
Alarm,"I(CVP,STROKEVOLUME,HREKG)",6,12,12,100,0.000120163,0.00364399,
Alarm,"I(INTUBATION,CATECHOL,ARTCO2)",8,61,51,83.61,0.000580072,0.005373001,
Alarm,"I(ANAPHYLAXIS,MINVOL,FIO2)",5,10,2,20,0.000190973,0.005034924,
Alarm,"I(FIO2,CATECHOL,PULMEMBOLUS)",8,59,52,88.14,0.000672102,0.004078865,
Alarm,"I(PAP,ARTCO2,SHUNT)",6,12,4,33.33,0.000194073,0.003788948,
Alarm,"I(VENTLUNG,ERRLOWOUTPUT,HRSAT)",7,34,23,67.65,0.000257015,0.003729105,
Alarm,"I(CO,ERRLOWOUTPUT,VENTALV)",8,69,51,73.91,0.000557899,0.003936052,
Alarm,"I(STROKEVOLUME,TPR,VENTALV)",6,12,5,41.67,0.00011301,0.003755093,
Alarm,"I(TPR,FIO2,PAP)",4,12,3,25,0.000126123,0.003822088,
Alarm,"I(VENTTUBE,VENTMACH,SHUNT)",4,22,4,18.18,0.000172138,0.003803968,
Alarm,"I(SAO2,VENTMACH,STROKEVOLUME)",5,43,25,58.14,0.000322819,0.003793955,
Alarm,"I(ERRCAUTER,ANAPHYLAXIS,INTUBATION)",4,3,1,33.33,3.81E-05,0.003805876,
Alarm,"I(HRSAT,CATECHOL,MINVOL)",6,9,5,55.56,0.000208139,0.003679037,
Alarm,"I(HREKG,ANAPHYLAXIS,VENTALV)",7,57,44,77.19,0.000468016,0.003777027,
